    63    0.17010E+04    0.23281E+00    0.10227E-02   -0.30874E+01
    64    0.17242E+04    0.24379E+00    0.10555E-02   -0.34466E+01
    65    0.17478E+04    0.25503E+00    0.10890E-02   -0.38191E+01
    66    0.17717E+04    0.26652E+00    0.11229E-02   -0.42040E+01
    67    0.17958E+04    0.27825E+00    0.11574E-02   -0.46006E+01
    68    0.18200E+04    0.29023E+00    0.11923E-02   -0.50082E+01
    69    0.18445E+04    0.30245E+00    0.12279E-02   -0.54271E+01
    70    0.18691E+04    0.31489E+00    0.12638E-02   -0.58578E+01
    71    0.18940E+04    0.32755E+00    0.13005E-02   -0.63007E+01
    72    0.19192E+04    0.34040E+00    0.13374E-02   -0.67557E+01
    73    0.19446E+04    0.35345E+00    0.13751E-02   -0.72225E+01
    74    0.19703E+04    0.36669E+00    0.14131E-02   -0.77006E+01
    75    0.19962E+04    0.38010E+00    0.14519E-02   -0.81898E+01
    76    0.20223E+04    0.39369E+00    0.14909E-02   -0.86898E+01
    77    0.20487E+04    0.40743E+00    0.15307E-02   -0.92002E+01
    78    0.20754E+04    0.42133E+00    0.15708E-02   -0.97207E+01
    79    0.21023E+04    0.43537E+00    0.16117E-02   -0.10251E+02
    80    0.21294E+04    0.44954E+00    0.16528E-02   -0.10791E+02
    81    0.21567E+04    0.46384E+00    0.16947E-02   -0.11339E+02
    82    0.21843E+04    0.47826E+00    0.17369E-02   -0.11897E+02
    83    0.22121E+04    0.49277E+00    0.17799E-02   -0.12463E+02
    84    0.22402E+04    0.50737E+00    0.18232E-02   -0.13037E+02
    85    0.22685E+04    0.52205E+00    0.18673E-02   -0.13619E+02
    86    0.22970E+04    0.53679E+00    0.19116E-02   -0.14208E+02
    87    0.23257E+04    0.55158E+00    0.19568E-02   -0.14803E+02
    88    0.23547E+04    0.56640E+00    0.20022E-02   -0.15406E+02
    89    0.23839E+04    0.58125E+00    0.20485E-02   -0.16014E+02
    90    0.24133E+04    0.59610E+00    0.20950E-02   -0.16629E+02
    91    0.24430E+04    0.61096E+00    0.21423E-02   -0.17248E+02
    92    0.24729E+04    0.62579E+00    0.21900E-02   -0.17873E+02
    93    0.25030E+04    0.64060E+00    0.22385E-02   -0.18502E+02
    94    0.25333E+04    0.65536E+00    0.22872E-02   -0.19135E+02
    95    0.25639E+04    0.67006E+00    0.23368E-02   -0.19772E+02
    96    0.25947E+04    0.68469E+00    0.23867E-02   -0.20411E+02
    97    0.26257E+04    0.69923E+00    0.24374E-02   -0.21053E+02
    98    0.26569E+04    0.71367E+00    0.24884E-02   -0.21698E+02
    99    0.26883E+04    0.72800E+00    0.25404E-02   -0.22343E+02
   100    0.27200E+04    0.74219E+00    0.25925E-02   -0.22990E+02
   101    0.27518E+04    0.75624E+00    0.26456E-02   -0.23637E+02
   102    0.27839E+04    0.77013E+00    0.26990E-02   -0.24284E+02
   103    0.28161E+04    0.78386E+00    0.27533E-02   -0.24930E+02
   104    0.28486E+04    0.79740E+00    0.28078E-02   -0.25576E+02
   105    0.28812E+04    0.81075E+00    0.28633E-02   -0.26220E+02
   106    0.29140E+04    0.82389E+00    0.29190E-02   -0.26861E+02
   107    0.29470E+04    0.83681E+00    0.29758E-02   -0.27501E+02
   108    0.29802E+04    0.84950E+00    0.30327E-02   -0.28137E+02
   109    0.30135E+04    0.86194E+00    0.30907E-02   -0.28769E+02
   110    0.30470E+04    0.87412E+00    0.31489E-02   -0.29397E+02
   111    0.30806E+04    0.88603E+00    0.32082E-02   -0.30021E+02
   112    0.31144E+04    0.89766E+00    0.32677E-02   -0.30639E+02
   113    0.31483E+04    0.90899E+00    0.33283E-02   -0.31252E+02
   114    0.31823E+04    0.92001E+00    0.33890E-02   -0.31858E+02
   115    0.32164E+04    0.93071E+00    0.34509E-02   -0.32458E+02
   116    0.32507E+04    0.94109E+00    0.35130E-02   -0.33050E+02
   117    0.32851E+04    0.95111E+00    0.35762E-02   -0.33634E+02
   118    0.33196E+04    0.96079E+00    0.36396E-02   -0.34209E+02
   119    0.33541E+04    0.97010E+00    0.37042E-02   -0.34776E+02
   120    0.33888E+04    0.97903E+00    0.37690E-02   -0.35332E+02
   121    0.34235E+04    0.98757E+00    0.38350E-02   -0.35879E+02
   122    0.34583E+04    0.99572E+00    0.39011E-02   -0.36415E+02
   123    0.34932E+04    0.10035E+01    0.39685E-02   -0.36939E+02
   124    0.35281E+04    0.10108E+01    0.40361E-02   -0.37451E+02
   125    0.35631E+04    0.10177E+01    0.41049E-02   -0.37951E+02
   126    0.35981E+04    0.10241E+01    0.41739E-02   -0.38437E+02
   127    0.36332E+04    0.10301E+01    0.42442E-02   -0.38910E+02
   128    0.36682E+04    0.10356E+01    0.43146E-02   -0.39369E+02
   129    0.37033E+04    0.10407E+01    0.43864E-02   -0.39814E+02
   130    0.37384E+04    0.10453E+01    0.44583E-02   -0.40243E+02
   131    0.37735E+04    0.10495E+01    0.45315E-02   -0.40657E+02
   132    0.38086E+04    0.10532E+01    0.46050E-02   -0.41055E+02
   133    0.38436E+04    0.10565E+01    0.46798E-02   -0.41436E+02
   134    0.38787E+04    0.10593E+01    0.47547E-02   -0.41801E+02
   135    0.39136E+04    0.10617E+01    0.48311E-02   -0.42149E+02
   136    0.39486E+04    0.10636E+01    0.49075E-02   -0.42479E+02
   137    0.39834E+04    0.10650E+01    0.49855E-02   -0.42791E+02
   138    0.40182E+04    0.10660E+01    0.50635E-02   -0.43085E+02
   139    0.40529E+04    0.10666E+01    0.51430E-02   -0.43359E+02
   140    0.40876E+04    0.10667E+01    0.52227E-02   -0.43614E+02
   141    0.41221E+04    0.10664E+01    0.53038E-02   -0.43850E+02
   142    0.41565E+04    0.10656E+01    0.53851E-02   -0.44065E+02
   143    0.41908E+04    0.10644E+01    0.54679E-02   -0.44259E+02
   144    0.42250E+04    0.10627E+01    0.55508E-02   -0.44433E+02
   145    0.42591E+04    0.10605E+01    0.56352E-02   -0.44584E+02
   146    0.42930E+04    0.10580E+01    0.57197E-02   -0.44714E+02
   147    0.43267E+04    0.10549E+01    0.58059E-02   -0.44821E+02
   148    0.43603E+04    0.10515E+01    0.58921E-02   -0.44905E+02
   149    0.43937E+04    0.10475E+01    0.59799E-02   -0.44966E+02
   150    0.44270E+04    0.10432E+01    0.60678E-02   -0.45004E+02
   151    0.44600E+04    0.10384E+01    0.61573E-02   -0.45017E+02
   152    0.44929E+04    0.10331E+01    0.62469E-02   -0.45005E+02
   153    0.45255E+04    0.10274E+01    0.63382E-02   -0.44969E+02
   154    0.45579E+04    0.10213E+01    0.64294E-02   -0.44907E+02
   155    0.45901E+04    0.10149E+01    0.65224E-02   -0.44821E+02
   156    0.46221E+04    0.10080E+01    0.66154E-02   -0.44710E+02
   157    0.46538E+04    0.10008E+01    0.67102E-02   -0.44573E+02
   158    0.46852E+04    0.99331E+00    0.68049E-02   -0.44411E+02
   159    0.47164E+04    0.98548E+00    0.69015E-02   -0.44223E+02
   160    0.47473E+04    0.97735E+00    0.69979E-02   -0.44009E+02
   161    0.47779E+04    0.96895E+00    0.70962E-02   -0.43769E+02
   162    0.48082E+04    0.96030E+00    0.71944E-02   -0.43504E+02
   163    0.48382E+04    0.95140E+00    0.72945E-02   -0.43212E+02
   164    0.48679E+04    0.94230E+00    0.73945E-02   -0.42894E+02
   165    0.48973E+04    0.93299E+00    0.74963E-02   -0.42550E+02
   166    0.49263E+04    0.92351E+00    0.75980E-02   -0.42179E+02
   167    0.49550E+04    0.91387E+00    0.77016E-02   -0.41781E+02
   168    0.49833E+04    0.90409E+00    0.78051E-02   -0.41357E+02
   169    0.50113E+04    0.89419E+00    0.79105E-02   -0.40905E+02
   170    0.50388E+04    0.88419E+00    0.80157E-02   -0.40427E+02
   171    0.50660E+04    0.87410E+00    0.81229E-02   -0.39921E+02
   172    0.50928E+04    0.86396E+00    0.82299E-02   -0.39388E+02
   173    0.51192E+04    0.85376E+00    0.83388E-02   -0.38827E+02
   174    0.51452E+04    0.84354E+00    0.84475E-02   -0.38239E+02
   175    0.51708E+04    0.83332E+00    0.85582E-02   -0.37622E+02
   176    0.51959E+04    0.82311E+00    0.86686E-02   -0.36978E+02
   177    0.52206E+04    0.81293E+00    0.87810E-02   -0.36306E+02
   178    0.52448E+04    0.80282E+00    0.88932E-02   -0.35606E+02
   179    0.52686E+04    0.79281E+00    0.90073E-02   -0.34879E+02
   180    0.52919E+04    0.78293E+00    0.91212E-02   -0.34124E+02
   181    0.53148E+04    0.77321E+00    0.92371E-02   -0.33342E+02
   182    0.53372E+04    0.76370E+00    0.93526E-02   -0.32534E+02
   183    0.53590E+04    0.75442E+00    0.94702E-02   -0.31699E+02
   184    0.53805E+04    0.74541E+00    0.95874E-02   -0.30837E+02
   185    0.54014E+04    0.73669E+00    0.97066E-02   -0.29949E+02
   186    0.54218E+04    0.72831E+00    0.98255E-02   -0.29036E+02
   187    0.54417E+04    0.72030E+00    0.99464E-02   -0.28097E+02
   188    0.54611E+04    0.71269E+00    0.10067E-01   -0.27132E+02
   189    0.54799E+04    0.70552E+00    0.10189E-01   -0.26143E+02
   190    0.54983E+04    0.69881E+00    0.10311E-01   -0.25129E+02
   191    0.55161E+04    0.69261E+00    0.10436E-01   -0.24090E+02
   192    0.55334E+04    0.68694E+00    0.10559E-01   -0.23026E+02
   193    0.55501E+04    0.68184E+00    0.10685E-01   -0.21939E+02
   194    0.55663E+04    0.67734E+00    0.10810E-01   -0.20828E+02
   195    0.55819E+04    0.67348E+00    0.10937E-01   -0.19693E+02
   196    0.55970E+04    0.67029E+00    0.11064E-01   -0.18535E+02
   197    0.56114E+04    0.66780E+00    0.11193E-01   -0.17353E+02
   198    0.56254E+04    0.66604E+00    0.11321E-01   -0.16149E+02
   199    0.56387E+04    0.66506E+00    0.11451E-01   -0.14922E+02
   200    0.56514E+04    0.66488E+00    0.11580E-01   -0.13673E+02
   201    0.56636E+04    0.66554E+00    0.11712E-01   -0.12402E+02
   202    0.56751E+04    0.66706E+00    0.11843E-01   -0.11108E+02
   203    0.56861E+04    0.66950E+00    0.11976E-01   -0.97940E+01
   204    0.56964E+04    0.67287E+00    0.12108E-01   -0.84588E+01
   205    0.57061E+04    0.67722E+00    0.12242E-01   -0.71034E+01
   206    0.57152E+04    0.68259E+00    0.12376E-01   -0.57285E+01
   207    0.57237E+04    0.68900E+00    0.12511E-01   -0.43346E+01
   208    0.57316E+04    0.69650E+00    0.12646E-01   -0.29223E+01
   209    0.57389E+04    0.70511E+00    0.12783E-01   -0.14921E+01
   210    0.57456E+04    0.71488E+00    0.12918E-01   -0.44621E-01
   211    0.57517E+04    0.72584E+00    0.13056E-01    0.14195E+01
   212    0.57571E+04    0.73803E+00    0.13193E-01    0.28998E+01
   213    0.57619E+04    0.75148E+00    0.13332E-01    0.43956E+01
   214    0.57661E+04    0.76622E+00    0.13470E-01    0.59064E+01
   215    0.57697E+04    0.78230E+00    0.13610E-01    0.74316E+01
   216    0.57727E+04    0.79974E+00    0.13749E-01    0.89706E+01
   217    0.57750E+04    0.81859E+00    0.13891E-01    0.10523E+02
   218    0.57767E+04    0.83888E+00    0.14030E-01    0.12088E+02
   219    0.57778E+04    0.86063E+00    0.14172E-01    0.13665E+02
   220    0.57782E+04    0.88390E+00    0.14313E-01    0.15253E+02
   221    0.57780E+04    0.90872E+00    0.14456E-01    0.16853E+02
   222    0.57772E+04    0.93511E+00    0.14598E-01    0.18463E+02
   223    0.57758E+04    0.96312E+00    0.14741E-01    0.20082E+02
   224    0.57737E+04    0.99278E+00    0.14884E-01    0.21711E+02
   225    0.57709E+04    0.10241E+01    0.15028E-01    0.23348E+02
   226    0.57676E+04    0.10572E+01    0.15171E-01    0.24994E+02
   227    0.57636E+04    0.10920E+01    0.15316E-01    0.26647E+02
   228    0.57589E+04    0.11286E+01    0.15460E-01    0.28307E+02
   229    0.57536E+04    0.11670E+01    0.15606E-01    0.29973E+02
   230    0.57477E+04    0.12072E+01    0.15750E-01    0.31644E+02
   231    0.57412E+04    0.12493E+01    0.15896E-01    0.33319E+02
   232    0.57341E+04    0.12932E+01    0.16041E-01    0.34998E+02
   233    0.57263E+04    0.13390E+01    0.16187E-01    0.36681E+02
   234    0.57179E+04    0.13867E+01    0.16332E-01    0.38366E+02
   235    0.57089E+04    0.14363E+01    0.16480E-01    0.40052E+02
   236    0.56993E+04    0.14879E+01    0.16625E-01    0.41739E+02
   237    0.56892E+04    0.15414E+01    0.16772E-01    0.43426E+02
   238    0.56784E+04    0.15970E+01    0.16918E-01    0.45113E+02
   239    0.56670E+04    0.16545E+01    0.17066E-01    0.46798E+02
   240    0.56550E+04    0.17140E+01    0.17211E-01    0.48481E+02
   241    0.56425E+04    0.17756E+01    0.17359E-01    0.50162E+02
   242    0.56294E+04    0.18393E+01    0.17505E-01    0.51838E+02
   243    0.56157E+04    0.19050E+01    0.17653E-01    0.53511E+02
   244    0.56014E+04    0.19729E+01    0.17799E-01    0.55178E+02
   245    0.55866E+04    0.20429E+01    0.17947E-01    0.56840E+02
   246    0.55712E+04    0.21150E+01    0.18093E-01    0.58495E+02
   247    0.55552E+04    0.21893E+01    0.18240E-01    0.60142E+02
   248    0.55387E+04    0.22658E+01    0.18386E-01    0.61782E+02
   249    0.55216E+04    0.23445E+01    0.18534E-01    0.63413E+02
   250    0.55040E+04    0.24255E+01    0.18679E-01    0.65035E+02
   251    0.54859E+04    0.25087E+01    0.18827E-01    0.66646E+02
   252    0.54672E+04    0.25941E+01    0.18972E-01    0.68246E+02
   253    0.54480E+04    0.26819E+01    0.19120E-01    0.69835E+02
   254    0.54282E+04    0.27718E+01    0.19265E-01    0.71412E+02
   255    0.54080E+04    0.28641E+01    0.19412E-01    0.72975E+02
   256    0.53872E+04    0.29585E+01    0.19556E-01    0.74525E+02
   257    0.53659E+04    0.30552E+01    0.19703E-01    0.76060E+02
   258    0.53442E+04    0.31542E+01    0.19847E-01    0.77581E+02
   259    0.53220E+04    0.32553E+01    0.19993E-01    0.79086E+02
   260    0.52993E+04    0.33587E+01    0.20136E-01    0.80574E+02
   261    0.52761E+04    0.34642E+01    0.20282E-01    0.82046E+02
   262    0.52525E+04    0.35720E+01    0.20425E-01    0.83499E+02
   263    0.52285E+04    0.36819E+01    0.20570E-01    0.84935E+02
   264    0.52040E+04    0.37940E+01    0.20712E-01    0.86351E+02
   265    0.51791E+04    0.39083E+01    0.20857E-01    0.87748E+02
   266    0.51537E+04    0.40248E+01    0.20998E-01    0.89124E+02
   267    0.51280E+04    0.41434E+01    0.21142E-01    0.90479E+02
   268    0.51018E+04    0.42641E+01    0.21282E-01    0.91813E+02
   269    0.50753E+04    0.43870E+01    0.21425E-01    0.93124E+02
   270    0.50484E+04    0.45120E+01    0.21565E-01    0.94412E+02
   271    0.50211E+04    0.46392E+01    0.21707E-01    0.95676E+02
   272    0.49934E+04    0.47684E+01    0.21846E-01    0.96916E+02
   273    0.49653E+04    0.48998E+01    0.21987E-01    0.98130E+02
   274    0.49369E+04    0.50332E+01    0.22125E-01    0.99319E+02
   275    0.49082E+04    0.51688E+01    0.22265E-01    0.10048E+03
   276    0.48791E+04    0.53064E+01    0.22402E-01    0.10162E+03
   277    0.48497E+04    0.54461E+01    0.22542E-01    0.10272E+03
   278    0.48200E+04    0.55879E+01    0.22677E-01    0.10380E+03
   279    0.47900E+04    0.57316E+01    0.22816E-01    0.10486E+03
   280    0.47596E+04    0.58773E+01    0.22950E-01    0.10588E+03
   281    0.47290E+04    0.60248E+01    0.23087E-01    0.10687E+03
   282    0.46982E+04    0.61743E+01    0.23221E-01    0.10783E+03
   283    0.46670E+04    0.63256E+01    0.23357E-01    0.10877E+03
   284    0.46356E+04    0.64787E+01    0.23489E-01    0.10967E+03
   285    0.46040E+04    0.66335E+01    0.23624E-01    0.11054E+03
   286    0.45721E+04    0.67900E+01    0.23755E-01    0.11138E+03
   287    0.45400E+04    0.69483E+01    0.23889E-01    0.11219E+03
   288    0.45077E+04    0.71081E+01    0.24019E-01    0.11296E+03
   289    0.44752E+04    0.72695E+01    0.24151E-01    0.11370E+03
   290    0.44425E+04    0.74325E+01    0.24280E-01    0.11441E+03
   291    0.44096E+04    0.75969E+01    0.24411E-01    0.11509E+03
   292    0.43766E+04    0.77629E+01    0.24538E-01    0.11573E+03
   293    0.43434E+04    0.79302E+01    0.24668E-01    0.11634E+03
   294    0.43100E+04    0.80990E+01    0.24794E-01    0.11692E+03
   295    0.42765E+04    0.82691E+01    0.24922E-01    0.11746E+03
   296    0.42429E+04    0.84404E+01    0.25047E-01    0.11796E+03
   297    0.42092E+04    0.86131E+01    0.25174E-01    0.11843E+03
   298    0.41754E+04    0.87870E+01    0.25297E-01    0.11886E+03
   299    0.41414E+04    0.89620E+01    0.25423E-01    0.11926E+03
   300    0.41074E+04    0.91382E+01    0.25545E-01    0.11962E+03
   301    0.40733E+04    0.93155E+01    0.25669E-01    0.11994E+03
   302    0.40392E+04    0.94938E+01    0.25789E-01    0.12022E+03
   303    0.40050E+04    0.96731E+01    0.25912E-01    0.12047E+03
   304    0.39707E+04    0.98534E+01    0.26031E-01    0.12068E+03
   305    0.39365E+04    0.10035E+02    0.26153E-01    0.12085E+03
   306    0.39021E+04    0.10216E+02    0.26270E-01    0.12098E+03
   307    0.38678E+04    0.10399E+02    0.26391E-01    0.12107E+03
   308    0.38335E+04    0.10582E+02    0.26507E-01    0.12113E+03
   309    0.37992E+04    0.10766E+02    0.26626E-01    0.12115E+03
   310    0.37649E+04    0.10951E+02    0.26740E-01    0.12113E+03
   311    0.37307E+04    0.11136E+02    0.26858E-01    0.12108E+03
   312    0.36964E+04    0.11321E+02    0.26971E-01    0.12098E+03
   313    0.36623E+04    0.11507E+02    0.27087E-01    0.12085E+03
   314    0.36282E+04    0.11692E+02    0.27199E-01    0.12068E+03
   315    0.35941E+04    0.11879E+02    0.27314E-01    0.12048E+03
   316    0.35601E+04    0.12065E+02    0.27424E-01    0.12023E+03
   317    0.35263E+04    0.12251E+02    0.27538E-01    0.11995E+03
   318    0.34925E+04    0.12437E+02    0.27647E-01    0.11963E+03
   319    0.34588E+04    0.12624E+02    0.27759E-01    0.11927E+03
   320    0.34253E+04    0.12810E+02    0.27867E-01    0.11888E+03
   321    0.33919E+04    0.12996E+02    0.27978E-01    0.11845E+03
   322    0.33586E+04    0.13182E+02    0.28084E-01    0.11798E+03
   323    0.33255E+04    0.13367E+02    0.28194E-01    0.11747E+03
   324    0.32925E+04    0.13552E+02    0.28299E-01    0.11692E+03
   325    0.32597E+04    0.13737E+02    0.28408E-01    0.11634E+03
   326    0.32271E+04    0.13921E+02    0.28512E-01    0.11572E+03
   327    0.31947E+04    0.14104E+02    0.28619E-01    0.11506E+03
   328    0.31624E+04    0.14287E+02    0.28722E-01    0.11436E+03
   329    0.31304E+04    0.14469E+02    0.28828E-01    0.11363E+03
   330    0.30986E+04    0.14650E+02    0.28929E-01    0.11286E+03
   331    0.30670E+04    0.14831E+02    0.29034E-01    0.11206E+03
   332    0.30357E+04    0.15010E+02    0.29135E-01    0.11122E+03
   333    0.30045E+04    0.15189E+02    0.29238E-01    0.11034E+03
   334    0.29736E+04    0.15366E+02    0.29338E-01    0.10943E+03
   335    0.29430E+04    0.15542E+02    0.29441E-01    0.10849E+03
   336    0.29126E+04    0.15717E+02    0.29539E-01    0.10751E+03
   337    0.28825E+04    0.15891E+02    0.29641E-01    0.10650E+03
   338    0.28527E+04    0.16063E+02    0.29738E-01    0.10545E+03
   339    0.28231E+04    0.16234E+02    0.29839E-01    0.10437E+03
   340    0.27939E+04    0.16404E+02    0.29936E-01    0.10326E+03
   341    0.27649E+04    0.16572E+02    0.30036E-01    0.10212E+03
   342    0.27362E+04    0.16738E+02    0.30132E-01    0.10095E+03
   343    0.27079E+04    0.16902E+02    0.30231E-01    0.99746E+02
   344    0.26798E+04    0.17065E+02    0.30326E-01    0.98512E+02
   345    0.26521E+04    0.17226E+02    0.30424E-01    0.97248E+02
   346    0.26247E+04    0.17385E+02    0.30518E-01    0.95954E+02
   347    0.25976E+04    0.17542E+02    0.30616E-01    0.94631E+02
   348    0.25709E+04    0.17697E+02    0.30710E-01    0.93279E+02
   349    0.25446E+04    0.17849E+02    0.30807E-01    0.91898E+02
   350    0.25186E+04    0.18000E+02    0.30900E-01    0.90490E+02
   351    0.24930E+04    0.18148E+02    0.30996E-01    0.89054E+02
   352    0.24677E+04    0.18294E+02    0.31089E-01    0.87591E+02
   353    0.24429E+04    0.18437E+02    0.31185E-01    0.86102E+02
   354    0.24184E+04    0.18578E+02    0.31277E-01    0.84586E+02
   355    0.23943E+04    0.18717E+02    0.31373E-01    0.83046E+02
   356    0.23705E+04    0.18853E+02    0.31464E-01    0.81482E+02
   357    0.23472E+04    0.18986E+02    0.31560E-01    0.79894E+02
   358    0.23243E+04    0.19117E+02    0.31651E-01    0.78283E+02
   359    0.23018E+04    0.19245E+02    0.31746E-01    0.76650E+02
   360    0.22796E+04    0.19370E+02    0.31837E-01    0.74996E+02
   361    0.22579E+04    0.19492E+02    0.31932E-01    0.73321E+02
   362    0.22366E+04    0.19612E+02    0.32022E-01    0.71626E+02
   363    0.22157E+04    0.19728E+02    0.32118E-01    0.69911E+02
   364    0.21952E+04    0.19842E+02    0.32208E-01    0.68178E+02
   365    0.21751E+04    0.19952E+02    0.32303E-01    0.66427E+02
   366    0.21555E+04    0.20059E+02    0.32394E-01    0.64659E+02
   367    0.21362E+04    0.20164E+02    0.32489E-01    0.62875E+02
   368    0.21174E+04    0.20265E+02    0.32579E-01    0.61075E+02
   369    0.20990E+04    0.20362E+02    0.32675E-01    0.59260E+02
   370    0.20811E+04    0.20457E+02    0.32765E-01    0.57430E+02
   371    0.20636E+04    0.20548E+02    0.32861E-01    0.55587E+02
   372    0.20465E+04    0.20636E+02    0.32951E-01    0.53731E+02
   373    0.20299E+04    0.20720E+02    0.33047E-01    0.51863E+02
   374    0.20137E+04    0.20801E+02    0.33138E-01    0.49984E+02
   375    0.19980E+04    0.20878E+02    0.33235E-01    0.48093E+02
   376    0.19827E+04    0.20951E+02    0.33326E-01    0.46193E+02
   377    0.19679E+04    0.21021E+02    0.33423E-01    0.44283E+02
   378    0.19535E+04    0.21087E+02    0.33515E-01    0.42365E+02
   379    0.19396E+04    0.21150E+02    0.33612E-01    0.40439E+02
   380    0.19262E+04    0.21209E+02    0.33704E-01    0.38506E+02
   381    0.19131E+04    0.21264E+02    0.33802E-01    0.36568E+02
   382    0.19006E+04    0.21315E+02    0.33895E-01    0.34623E+02
   383    0.18885E+04    0.21363E+02    0.33994E-01    0.32675E+02
   384    0.18768E+04    0.21406E+02    0.34087E-01    0.30723E+02
   385    0.18655E+04    0.21446E+02    0.34187E-01    0.28768E+02
   386    0.18548E+04    0.21482E+02    0.34281E-01    0.26810E+02
   387    0.18444E+04    0.21515E+02    0.34381E-01    0.24852E+02
   388    0.18345E+04    0.21543E+02    0.34477E-01    0.22893E+02
   389    0.18250E+04    0.21568E+02    0.34578E-01    0.20935E+02
   390    0.18160E+04    0.21589E+02    0.34674E-01    0.18977E+02
   391    0.18074E+04    0.21606E+02    0.34776E-01    0.17022E+02
   392    0.17992E+04    0.21619E+02    0.34873E-01    0.15070E+02
   393    0.17915E+04    0.21628E+02    0.34976E-01    0.13121E+02
   394    0.17842E+04    0.21634E+02    0.35074E-01    0.11176E+02
   395    0.17773E+04    0.21635E+02    0.35178E-01    0.92371E+01
   396    0.17709E+04    0.21632E+02    0.35277E-01    0.73039E+01
